CH,21049.964,3764727.097,3.079
CH,21050.653,3764726.773,3.166
CH,21052.403,3764726.791,3.180
CH,21062.372,3764726.859,3.094
CH,21072.386,3764726.906,3.210
CH,21082.424,3764726.972,3.245
CH,21092.408,3764726.988,3.258
CH,21092.376,3764709.419,3.140
CH,21092.023,3764710.267,3.336
CH,21091.636,3764710.448,3.354
CH,21091.093,3764710.516,3.332
CH,21093.109,3764709.377,3.103
CH,21093.147,3764709.748,3.191
CH,21093.434,3764710.247,3.288
CH,21093.804,3764710.477,3.338
CH,21094.286,3764710.548,3.343
CH,21093.009,3764709.383,2.920
CH,21092.945,3764709.746,3.012
CH,21093.170,3764710.403,3.133
CH,21093.544,3764710.743,3.204
CH,21094.236,3764710.864,3.229
CH,21102.485,3764710.943,3.289
CH,21112.485,3764710.756,3.372
CH,21122.485,3764710.884,3.387
CH,21132.491,3764711.063,3.376
CH,21142.474,3764711.118,3.322
CH,21143.323,3764710.705,3.236
CH,21143.495,3764710.326,3.135
CH,21143.613,3764709.451,2.881
CH,21193.327,3764710.968,3.589
CH,21194.377,3764710.489,3.458
CH,21194.413,3764709.893,3.411
CH,21143.967,3764709.428,2.888
