200225,-3762972.286,-44303.311,192.506,kT
200201,-3762956.306,-44301.792,192.808,kT
200200,-3762965.264,-44298.17,192.64,kT
200226,-3762978.69,-44296.944,192.343,kT
200199,-3762963.497,-44294.992,192.548,kT
200198,-3762971.048,-44292.226,192.436,kT
200227,-3762986.98,-44289.365,192.143,kT
200197,-3762970.606,-44288.285,192.284,kT
200196,-3762980.08,-44283.952,192.144,kT
200228,-3762994.041,-44282.992,191.971,kT
200195,-3762976.97,-44282.33,192.072,kT
200194,-3762987.31,-44276.761,191.898,kT
200229,-3763000.81,-44276.719,191.789,kT
200193,-3762985.212,-44274.459,191.784,kT
200192,-3762993.295,-44270.478,191.661,kT
200230,-3763009.953,-44268.439,191.535,kT
200191,-3762991.652,-44268.304,191.549,kT
200231,-3763015.932,-44262.934,191.385,kT
200190,-3763000.278,-44262.927,191.353,kT
200189,-3762998.677,-44261.489,191.273,kT
200232,-3763018.659,-44260.502,191.308,kT
200233,-3763019.497,-44259.81,191.187,kT
200188,-3763008.579,-44253.427,190.992,kT
200186,-3763007.691,-44252.777,190.918,kT
200187,-3763008.537,-44252.573,190.925,kT
202908,-3763178.922,-44022.438,186.126,kT
202937,-3763178.759,-44022.326,185.969,kT
202936,-3763181.14,-44015.476,185.844,kT
202907,-3763182.538,-44014.12,186.062,kT
202905,-3763190.903,-44011.68,185.733,kT
202906,-3763185.784,-44011.39,186.027,kT
202935,-3763183.768,-44007.791,185.713,kT
202901,-3763193.7,-44001.988,185.626,kT
202934,-3763186.535,-43999.367,185.611,kT
202902,-3763190.979,-43997.722,185.782,kT
202933,-3763189.299,-43991.262,185.501,kT
115510,-3762936.687,-43075.262,155.1,kT
115511,-3762936.197,-43074.46,155.196,kT
115512,-3762932.943,-43069.688,154.996,kT
115513,-3762927.719,-43061.991,154.638,kT
115514,-3762922.035,-43053.715,154.312,kT
115515,-3762916.246,-43045.448,153.975,kT
115516,-3762911.569,-43038.686,153.693,kT
115517,-3762910.316,-43036.946,153.647,kT
115518,-3762904.719,-43028.766,153.316,kT
115519,-3762899.339,-43021.143,153.045,kT
115520,-3762894.089,-43013.57,152.838,kT
116402,-3762876.507,-42988.201,152.068,kT
116401,-3762870.815,-42980.038,151.869,kT
116400,-3762864.985,-42971.711,151.676,kT
116399,-3762858.315,-42962.118,151.474,kT
116398,-3762851.746,-42952.678,151.283,kT
116397,-3762846.119,-42944.588,151.154,kT
116396,-3762840.611,-42936.613,151.031,kT
116395,-3762834.729,-42928.15,150.936,kT
116394,-3762829.218,-42920.263,150.87,kT
116393,-3762823.551,-42912.159,150.761,kT
116392,-3762817.705,-42903.901,150.645,kT
116391,-3762811.937,-42896.262,150.531,kT
116390,-3762807.388,-42890.739,150.352,kT
116389,-3762806.745,-42890.022,150.214,kT
112863,-3762652.438,-41821.195,65.233,kT
112864,-3762652.124,-41820.727,64.957,kT
112865,-3762653.868,-41819.326,64.768,kT
112862,-3762656.096,-41818.584,64.969,kT
112861,-3762657.099,-41818.169,65.01,kT
112866,-3762655.678,-41817.923,64.579,kT
112867,-3762656.279,-41817.193,64.596,kT
112868,-3762661.622,-41812.912,63.99,kT
112860,-3762665.742,-41812.225,64.374,kT
112869,-3762664.778,-41810.523,63.655,kT
112859,-3762670.35,-41808.908,63.996,kT
112870,-3762668.342,-41807.853,63.297,kT
112858,-3762672.463,-41806.814,63.669,kT
112871,-3762670.537,-41806.297,63.107,kT
112857,-3762673.084,-41806.03,63.509,kT
112872,-3762671.976,-41805.097,62.836,kT
112154,-3762641.802,-41659.111,47.964,kT
112152,-3762639.183,-41658.349,48.007,kT
112151,-3762631.788,-41656.466,47.597,kT
112150,-3762631.858,-41656.316,47.613,kT
112149,-3762630.878,-41656.209,47.545,kT
112148,-3762630.887,-41656.068,47.609,kT
112147,-3762628.998,-41655.692,47.437,kT
